   rho_c        M         M_0         R         Omega      Omega_p       T/W           C*J/GM_s^2      I        h_plus       h_minus       Z_p      Z_b        Z_f       omega_c/Omega   r_e     r_ratio     Omega_pa    Omega+    u_phi
5.00000e+14 2.39824e-01 2.41613e-01 1.62222e+01 2.40006e-01 2.73662e-01 2.13161e-02 2.80665e-02 1.02773e-01 0.00000e+00 0.00000e+00 3.16874e-02 1.68769e-01 -1.05263e-01 1.10047e-01 4.32315e-01 7.07422e-01
r/(r+r_e)  cos(theta)     rho        gamma      alpha      omega     pressure
7.8117e-03 0.0000e+00 -1.7012e-01 -2.2194e-03 8.3949e-02 2.6412e-02 1.0608e+34
7.8117e-03 1.5625e-02 -1.7012e-01 -2.2194e-03 8.3949e-02 2.6412e-02 1.0608e+34
7.8117e-03 3.1250e-02 -1.7012e-01 -2.2194e-03 8.3949e-02 2.6412e-02 1.0608e+34
7.8117e-03 4.6875e-02 -1.7012e-01 -2.2194e-03 8.3949e-02 2.6412e-02 1.0608e+34
7.8117e-03 6.2500e-02 -1.7012e-01 -2.2194e-03 8.3948e-02 2.6412e-02 1.0608e+34
7.8117e-03 7.8125e-02 -1.7012e-01 -2.2194e-03 8.3948e-02 2.6412e-02 1.0608e+34
7.8117e-03 9.3750e-02 -1.7012e-01 -2.2194e-03 8.3948e-02 2.6412e-02 1.0608e+34
7.8117e-03 1.0938e-01 -1.7012e-01 -2.2194e-03 8.3948e-02 2.6412e-02 1.0608e+34
7.8117e-03 1.2500e-01 -1.7012e-01 -2.2194e-03 8.3948e-02 2.6412e-02 1.0608e+34
7.8117e-03 1.4062e-01 -1.7012e-01 -2.2194e-03 8.3948e-02 2.6412e-02 1.0608e+34
7.8117e-03 1.5625e-01 -1.7012e-01 -2.2194e-03 8.3948e-02 2.6412e-02 1.0608e+34
7.8117e-03 1.7188e-01 -1.7012e-01 -2.2194e-03 8.3948e-02 2.6412e-02 1.0608e+34
7.8117e-03 1.8750e-01 -1.7012e-01 -2.2194e-03 8.3948e-02 2.6412e-02 1.0608e+34
7.8117e-03 2.0312e-01 -1.7012e-01 -2.2194e-03 8.3948e-02 2.6412e-02 1.0608e+34
7.8117e-03 2.1875e-01 -1.7012e-01 -2.2194e-03 8.3948e-02 2.6412e-02 1.0608e+34
7.8117e-03 2.3438e-01 -1.7012e-01 -2.2194e-03 8.3948e-02 2.6412e-02 1.0608e+34
7.8117e-03 2.5000e-01 -1.7012e-01 -2.2194e-03 8.3948e-02 2.6412e-02 1.0608e+34
7.8117e-03 2.6562e-01 -1.7012e-01 -2.2194e-03 8.3948e-02 2.6412e-02 1.0608e+34
7.8117e-03 2.8125e-01 -1.7012e-01 -2.2194e-03 8.3948e-02 2.6412e-02 1.0608e+34
7.8117e-03 2.9688e-01 -1.7012e-01 -2.2194e-03 8.3948e-02 2.6412e-02 1.0608e+34
7.8117e-03 3.1250e-01 -1.7012e-01 -2.2194e-03 8.3948e-02 2.6412e-02 1.0608e+34
7.8117e-03 3.2812e-01 -1.7012e-01 -2.2194e-03 8.3948e-02 2.6412e-02 1.0608e+34
7.8117e-03 3.4375e-01 -1.7012e-01 -2.2194e-03 8.3948e-02 2.6412e-02 1.0608e+34
7.8117e-03 3.5938e-01 -1.7012e-01 -2.2194e-03 8.3948e-02 2.6412e-02 1.0608e+34
7.8117e-03 3.7500e-01 -1.7012e-01 -2.2194e-03 8.3948e-02 2.6412e-02 1.0608e+34
7.8117e-03 3.9062e-01 -1.7012e-01 -2.2194e-03 8.3948e-02 2.6412e-02 1.0608e+34
7.8117e-03 4.0625e-01 -1.7012e-01 -2.2194e-03 8.3948e-02 2.6412e-02 1.0608e+34
7.8117e-03 4.2188e-01 -1.7012e-01 -2.2194e-03 8.3948e-02 2.6412e-02 1.0608e+34
7.8117e-03 4.3750e-01 -1.7012e-01 -2.2194e-03 8.3948e-02 2.6412e-02 1.0608e+34
7.8117e-03 4.5312e-01 -1.7012e-01 -2.2194e-03 8.3948e-02 2.6412e-02 1.0608e+34
7.8117e-03 4.6875e-01 -1.7012e-01 -2.2194e-03 8.3948e-02 2.6412e-02 1.0608e+34
7.8117e-03 4.8438e-01 -1.7012e-01 -2.2194e-03 8.3948e-02 2.6412e-02 1.0608e+34
7.8117e-03 5.0000e-01 -1.7012e-01 -2.2194e-03 8.3948e-02 2.6412e-02 1.0608e+34
7.8117e-03 5.1562e-01 -1.7012e-01 -2.2194e-03 8.3948e-02 2.6412e-02 1.0608e+34
7.8117e-03 5.3125e-01 -1.7012e-01 -2.2194e-03 8.3948e-02 2.6412e-02 1.0608e+34
7.8117e-03 5.4688e-01 -1.7012e-01 -2.2194e-03 8.3948e-02 2.6412e-02 1.0608e+34
7.8117e-03 5.6250e-01 -1.7012e-01 -2.2194e-03 8.3948e-02 2.6412e-02 1.0608e+34
7.8117e-03 5.7812e-01 -1.7012e-01 -2.2194e-03 8.3948e-02 2.6412e-02 1.0608e+34
7.8117e-03 5.9375e-01 -1.7012e-01 -2.2194e-03 8.3948e-02 2.6412e-02 1.0608e+34
7.8117e-03 6.0938e-01 -1.7012e-01 -2.2194e-03 8.3948e-02 2.6412e-02 1.0608e+34
7.8117e-03 6.2500e-01 -1.7012e-01 -2.2194e-03 8.3948e-02 2.6412e-02 1.0608e+34
7.8117e-03 6.4062e-01 -1.7012e-01 -2.2194e-03 8.3948e-02 2.6412e-02 1.0608e+34
7.8117e-03 6.5625e-01 -1.7012e-01 -2.2193e-03 8.3948e-02 2.6412e-02 1.0608e+34
7.8117e-03 6.7188e-01 -1.7011e-01 -2.2193e-03 8.3948e-02 2.6412e-02 1.0608e+34
7.8117e-03 6.8750e-01 -1.7011e-01 -2.2193e-03 8.3948e-02 2.6412e-02 1.0608e+34
7.8117e-03 7.0312e-01 -1.7011e-01 -2.2193e-03 8.3948e-02 2.6412e-02 1.0608e+34
7.8117e-03 7.1875e-01 -1.7011e-01 -2.2193e-03 8.3948e-02 2.6412e-02 1.0608e+34
7.8117e-03 7.3438e-01 -1.7011e-01 -2.2193e-03 8.3948e-02 2.6412e-02 1.0608e+34
7.8117e-03 7.5000e-01 -1.7011e-01 -2.2193e-03 8.3948e-02 2.6412e-02 1.0608e+34
7.8117e-03 7.6562e-01 -1.7011e-01 -2.2193e-03 8.3948e-02 2.6412e-02 1.0608e+34
7.8117e-03 7.8125e-01 -1.7011e-01 -2.2193e-03 8.3948e-02 2.6412e-02 1.0608e+34
7.8117e-03 7.9688e-01 -1.7011e-01 -2.2193e-03 8.3948e-02 2.6412e-02 1.0608e+34
7.8117e-03 8.1250e-01 -1.7011e-01 -2.2193e-03 8.3948e-02 2.6412e-02 1.0608e+34
7.8117e-03 8.2812e-01 -1.7011e-01 -2.2193e-03 8.3948e-02 2.6412e-02 1.0608e+34
7.8117e-03 8.4375e-01 -1.7011e-01 -2.2193e-03 8.3947e-02 2.6412e-02 1.0608e+34
7.8117e-03 8.5938e-01 -1.7011e-01 -2.2193e-03 8.3947e-02 2.6412e-02 1.0608e+34
7.8117e-03 8.7500e-01 -1.7011e-01 -2.2193e-03 8.3947e-02 2.6412e-02 1.0608e+34
7.8117e-03 8.9062e-01 -1.7011e-01 -2.2193e-03 8.3947e-02 2.6411e-02 1.0608e+34
7.8117e-03 9.0625e-01 -1.7011e-01 -2.2193e-03 8.3947e-02 2.6411e-02 1.0608e+34
7.8117e-03 9.2188e-01 -1.7011e-01 -2.2193e-03 8.3947e-02 2.6411e-02 1.0608e+34
7.8117e-03 9.3750e-01 -1.7011e-01 -2.2193e-03 8.3947e-02 2.6411e-02 1.0608e+34
7.8117e-03 9.5312e-01 -1.7011e-01 -2.2193e-03 8.3947e-02 2.6411e-02 1.0608e+34
7.8117e-03 9.6875e-01 -1.7011e-01 -2.2193e-03 8.3947e-02 2.6411e-02 1.0607e+34
7.8117e-03 9.8438e-01 -1.7011e-01 -2.2192e-03 8.3947e-02 2.6411e-02 1.0607e+34
7.8117e-03 1.0000e+00 -1.7011e-01 -2.2191e-03 8.3947e-02 2.6411e-02 1.0607e+34
1.5623e-02 0.0000e+00 -1.7000e-01 -2.2154e-03 8.3891e-02 2.6383e-02 1.0581e+34
1.5623e-02 1.5625e-02 -1.7000e-01 -2.2154e-03 8.3891e-02 2.6383e-02 1.0581e+34
1.5623e-02 3.1250e-02 -1.7000e-01 -2.2154e-03 8.3891e-02 2.6383e-02 1.0581e+34
1.5623e-02 4.6875e-02 -1.7000e-01 -2.2154e-03 8.3891e-02 2.6383e-02 1.0581e+34
1.5623e-02 6.2500e-02 -1.7000e-01 -2.2154e-03 8.3891e-02 2.6383e-02 1.0581e+34
1.5623e-02 7.8125e-02 -1.7000e-01 -2.2154e-03 8.3891e-02 2.6383e-02 1.0581e+34
1.5623e-02 9.3750e-02 -1.7000e-01 -2.2153e-03 8.3891e-02 2.6383e-02 1.0581e+34
1.5623e-02 1.0938e-01 -1.7000e-01 -2.2153e-03 8.3891e-02 2.6383e-02 1.0581e+34
1.5623e-02 1.2500e-01 -1.7000e-01 -2.2153e-03 8.3891e-02 2.6383e-02 1.0581e+34
1.5623e-02 1.4062e-01 -1.7000e-01 -2.2153e-03 8.3891e-02 2.6383e-02 1.0581e+34
1.5623e-02 1.5625e-01 -1.7000e-01 -2.2153e-03 8.3891e-02 2.6383e-02 1.0581e+34
1.5623e-02 1.7188e-01 -1.7000e-01 -2.2153e-03 8.3891e-02 2.6383e-02 1.0581e+34
1.5623e-02 1.8750e-01 -1.7000e-01 -2.2153e-03 8.3891e-02 2.6383e-02 1.0581e+34
1.5623e-02 2.0312e-01 -1.7000e-01 -2.2153e-03 8.3891e-02 2.6383e-02 1.0581e+34
1.5623e-02 2.1875e-01 -1.7000e-01 -2.2153e-03 8.3891e-02 2.6383e-02 1.0581e+34
1.5623e-02 2.3438e-01 -1.7000e-01 -2.2153e-03 8.3891e-02 2.6383e-02 1.0581e+34
1.5623e-02 2.5000e-01 -1.7000e-01 -2.2153e-03 8.3891e-02 2.6383e-02 1.0581e+34
1.5623e-02 2.6562e-01 -1.7000e-01 -2.2153e-03 8.3891e-02 2.6383e-02 1.0581e+34
1.5623e-02 2.8125e-01 -1.7000e-01 -2.2153e-03 8.3891e-02 2.6383e-02 1.0581e+34
1.5623e-02 2.9688e-01 -1.7000e-01 -2.2153e-03 8.3891e-02 2.6383e-02 1.0581e+34
1.5623e-02 3.1250e-01 -1.7000e-01 -2.2153e-03 8.3891e-02 2.6383e-02 1.0581e+34
1.5623e-02 3.2812e-01 -1.7000e-01 -2.2153e-03 8.3891e-02 2.6383e-02 1.0581e+34
1.5623e-02 3.4375e-01 -1.7000e-01 -2.2153e-03 8.3891e-02 2.6383e-02 1.0581e+34
1.5623e-02 3.5938e-01 -1.7000e-01 -2.2153e-03 8.3891e-02 2.6383e-02 1.0581e+34
1.5623e-02 3.7500e-01 -1.7000e-01 -2.2153e-03 8.3891e-02 2.6383e-02 1.0581e+34
1.5623e-02 3.9062e-01 -1.7000e-01 -2.2153e-03 8.3891e-02 2.6383e-02 1.0581e+34
1.5623e-02 4.0625e-01 -1.7000e-01 -2.2153e-03 8.3890e-02 2.6383e-02 1.0581e+34
1.5623e-02 4.2188e-01 -1.7000e-01 -2.2153e-03 8.3890e-02 2.6382e-02 1.0580e+34
1.5623e-02 4.3750e-01 -1.7000e-01 -2.2153e-03 8.3890e-02 2.6382e-02 1.0580e+34
1.5623e-02 4.5312e-01 -1.7000e-01 -2.2153e-03 8.3890e-02 2.6382e-02 1.0580e+34
1.5623e-02 4.6875e-01 -1.7000e-01 -2.2153e-03 8.3890e-02 2.6382e-02 1.0580e+34
1.5623e-02 4.8438e-01 -1.7000e-01 -2.2153e-03 8.3890e-02 2.6382e-02 1.0580e+34
1.5623e-02 5.0000e-01 -1.7000e-01 -2.2153e-03 8.3890e-02 2.6382e-02 1.0580e+34
1.5623e-02 5.1562e-01 -1.7000e-01 -2.2152e-03 8.3890e-02 2.6382e-02 1.0580e+34
1.5623e-02 5.3125e-01 -1.7000e-01 -2.2152e-03 8.3890e-02 2.6382e-02 1.0580e+34
1.5623e-02 5.4688e-01 -1.7000e-01 -2.2152e-03 8.3890e-02 2.6382e-02 1.0580e+34
1.5623e-02 5.6250e-01 -1.6999e-01 -2.2152e-03 8.3890e-02 2.6382e-02 1.0580e+34
1.5623e-02 5.7812e-01 -1.6999e-01 -2.2152e-03 8.3890e-02 2.6382e-02 1.0580e+34
1.5623e-02 5.9375e-01 -1.6999e-01 -2.2152e-03 8.3890e-02 2.6382e-02 1.0580e+34
1.5623e-02 6.0938e-01 -1.6999e-01 -2.2152e-03 8.3889e-02 2.6382e-02 1.0580e+34
1.5623e-02 6.2500e-01 -1.6999e-01 -2.2152e-03 8.3889e-02 2.6382e-02 1.0580e+34
1.5623e-02 6.4062e-01 -1.6999e-01 -2.2152e-03 8.3889e-02 2.6382e-02 1.0580e+34
1.5623e-02 6.5625e-01 -1.6999e-01 -2.2152e-03 8.3889e-02 2.6382e-02 1.0580e+34
1.5623e-02 6.7188e-01 -1.6999e-01 -2.2152e-03 8.3889e-02 2.6382e-02 1.0579e+34
1.5623e-02 6.8750e-01 -1.6999e-01 -2.2152e-03 8.3889e-02 2.6382e-02 1.0579e+34
1.5623e-02 7.0312e-01 -1.6999e-01 -2.2152e-03 8.3889e-02 2.6382e-02 1.0579e+34
1.5623e-02 7.1875e-01 -1.6999e-01 -2.2151e-03 8.3889e-02 2.6381e-02 1.0579e+34
1.5623e-02 7.3438e-01 -1.6999e-01 -2.2151e-03 8.3889e-02 2.6381e-02 1.0579e+34
1.5623e-02 7.5000e-01 -1.6999e-01 -2.2151e-03 8.3888e-02 2.6381e-02 1.0579e+34
1.5623e-02 7.6562e-01 -1.6999e-01 -2.2151e-03 8.3888e-02 2.6381e-02 1.0579e+34
1.5623e-02 7.8125e-01 -1.6999e-01 -2.2151e-03 8.3888e-02 2.6381e-02 1.0579e+34
1.5623e-02 7.9688e-01 -1.6999e-01 -2.2151e-03 8.3888e-02 2.6381e-02 1.0579e+34
1.5623e-02 8.1250e-01 -1.6999e-01 -2.2151e-03 8.3888e-02 2.6381e-02 1.0579e+34
1.5623e-02 8.2812e-01 -1.6999e-01 -2.2151e-03 8.3888e-02 2.6381e-02 1.0579e+34
1.5623e-02 8.4375e-01 -1.6999e-01 -2.2151e-03 8.3888e-02 2.6381e-02 1.0579e+34
1.5623e-02 8.5938e-01 -1.6999e-01 -2.2150e-03 8.3888e-02 2.6381e-02 1.0578e+34
1.5623e-02 8.7500e-01 -1.6999e-01 -2.2150e-03 8.3887e-02 2.6381e-02 1.0578e+34
1.5623e-02 8.9062e-01 -1.6999e-01 -2.2150e-03 8.3887e-02 2.6381e-02 1.0578e+34
1.5623e-02 9.0625e-01 -1.6999e-01 -2.2150e-03 8.3887e-02 2.6380e-02 1.0578e+34
1.5623e-02 9.2188e-01 -1.6999e-01 -2.2150e-03 8.3887e-02 2.6380e-02 1.0578e+34
1.5623e-02 9.3750e-01 -1.6999e-01 -2.2150e-03 8.3887e-02 2.6380e-02 1.0578e+34
1.5623e-02 9.5312e-01 -1.6999e-01 -2.2150e-03 8.3887e-02 2.6380e-02 1.0578e+34
1.5623e-02 9.6875e-01 -1.6999e-01 -2.2150e-03 8.3886e-02 2.6380e-02 1.0578e+34
1.5623e-02 9.8438e-01 -1.6999e-01 -2.2149e-03 8.3886e-02 2.6380e-02 1.0577e+34
1.5623e-02 1.0000e+00 -1.6999e-01 -2.2147e-03 8.3886e-02 2.6380e-02 1.0577e+34
2.3435e-02 0.0000e+00 -1.6988e-01 -2.2116e-03 8.3834e-02 2.6357e-02 1.0554e+34
2.3435e-02 1.5625e-02 -1.6988e-01 -2.2116e-03 8.3834e-02 2.6357e-02 1.0554e+34
2.3435e-02 3.1250e-02 -1.6988e-01 -2.2116e-03 8.3834e-02 2.6357e-02 1.0554e+34
2.3435e-02 4.6875e-02 -1.6988e-01 -2.2116e-03 8.3834e-02 2.6357e-02 1.0554e+34
2.3435e-02 6.2500e-02 -1.6988e-01 -2.2116e-03 8.3834e-02 2.6357e-02 1.0554e+34
2.3435e-02 7.8125e-02 -1.6988e-01 -2.2116e-03 8.3834e-02 2.6357e-02 1.0554e+34
2.3435e-02 9.3750e-02 -1.6988e-01 -2.2116e-03 8.3834e-02 2.6357e-02 1.0554e+34
2.3435e-02 1.0938e-01 -1.6988e-01 -2.2116e-03 8.3834e-02 2.6357e-02 1.0554e+34
2.3435e-02 1.2500e-01 -1.6988e-01 -2.2116e-03 8.3834e-02 2.6357e-02 1.0554e+34
2.3435e-02 1.4062e-01 -1.6988e-01 -2.2116e-03 8.3834e-02 2.6357e-02 1.0554e+34
2.3435e-02 1.5625e-01 -1.6988e-01 -2.2116e-03 8.3834e-02 2.6357e-02 1.0554e+34
2.3435e-02 1.7188e-01 -1.6988e-01 -2.2116e-03 8.3833e-02 2.6357e-02 1.0554e+34
2.3435e-02 1.8750e-01 -1.6988e-01 -2.2116e-03 8.3833e-02 2.6357e-02 1.0554e+34
2.3435e-02 2.0312e-01 -1.6988e-01 -2.2115e-03 8.3833e-02 2.6356e-02 1.0554e+34
2.3435e-02 2.1875e-01 -1.6988e-01 -2.2115e-03 8.3833e-02 2.6356e-02 1.0554e+34
2.3435e-02 2.3438e-01 -1.6988e-01 -2.2115e-03 8.3833e-02 2.6356e-02 1.0554e+34
2.3435e-02 2.5000e-01 -1.6988e-01 -2.2115e-03 8.3833e-02 2.6356e-02 1.0554e+34
2.3435e-02 2.6562e-01 -1.6988e-01 -2.2115e-03 8.3833e-02 2.6356e-02 1.0554e+34
2.3435e-02 2.8125e-01 -1.6988e-01 -2.2115e-03 8.3833e-02 2.6356e-02 1.0554e+34
2.3435e-02 2.9688e-01 -1.6988e-01 -2.2115e-03 8.3833e-02 2.6356e-02 1.0554e+34
2.3435e-02 3.1250e-01 -1.6988e-01 -2.2115e-03 8.3833e-02 2.6356e-02 1.0554e+34
2.3435e-02 3.2812e-01 -1.6988e-01 -2.2115e-03 8.3833e-02 2.6356e-02 1.0553e+34
2.3435e-02 3.4375e-01 -1.6988e-01 -2.2115e-03 8.3832e-02 2.6356e-02 1.0553e+34
2.3435e-02 3.5938e-01 -1.6988e-01 -2.2115e-03 8.3832e-02 2.6356e-02 1.0553e+34
2.3435e-02 3.7500e-01 -1.6988e-01 -2.2115e-03 8.3832e-02 2.6356e-02 1.0553e+34
2.3435e-02 3.9062e-01 -1.6988e-01 -2.2114e-03 8.3832e-02 2.6356e-02 1.0553e+34
2.3435e-02 4.0625e-01 -1.6988e-01 -2.2114e-03 8.3832e-02 2.6356e-02 1.0553e+34
2.3435e-02 4.2188e-01 -1.6988e-01 -2.2114e-03 8.3832e-02 2.6355e-02 1.0553e+34
2.3435e-02 4.3750e-01 -1.6988e-01 -2.2114e-03 8.3832e-02 2.6355e-02 1.0553e+34
2.3435e-02 4.5312e-01 -1.6987e-01 -2.2114e-03 8.3831e-02 2.6355e-02 1.0553e+34
2.3435e-02 4.6875e-01 -1.6987e-01 -2.2114e-03 8.3831e-02 2.6355e-02 1.0553e+34
2.3435e-02 4.8438e-01 -1.6987e-01 -2.2114e-03 8.3831e-02 2.6355e-02 1.0552e+34
2.3435e-02 5.0000e-01 -1.6987e-01 -2.2114e-03 8.3831e-02 2.6355e-02 1.0552e+34
2.3435e-02 5.1562e-01 -1.6987e-01 -2.2113e-03 8.3831e-02 2.6355e-02 1.0552e+34
2.3435e-02 5.3125e-01 -1.6987e-01 -2.2113e-03 8.3831e-02 2.6355e-02 1.0552e+34
2.3435e-02 5.4688e-01 -1.6987e-01 -2.2113e-03 8.3830e-02 2.6355e-02 1.0552e+34
